ano;mes;id;tamano;categoria;sexo;grupo;division;ro_t_1;ho_t_1;c_t_1;ht_t_1;ro;ho;c;ht
2022;9;1079;3;K;1;6;1;;;;;;;;
2022;9;1079;3;K;1;7;1;;;;;;;;
2022;9;1079;3;K;1;8;1;;;;;;;;
2022;9;1079;3;K;1;9;1;;;;;;;;
2022;9;1079;3;K;2;1;1;3442139452;84411;3554673953;84411;3413737248;84334;3521978895;84334
2022;9;1079;3;K;2;2;1;6507483591;406589;7544597392;411928;6616923330;412381;7578183721;416463
2022;9;1079;3;K;2;3;1;1384993038;181006;1837307680;187449;1352270687;177994;1733997754;182298
2022;9;1079;3;K;2;4;1;1224108063;216817;1687184963;222377;1233462911;217533;1636973839;221149
2022;9;1079;3;K;2;5;1;478079346;80425;688614870;87748;478176433;80715;661404983;86229
2022;9;1079;3;K;2;6;1;;;;;;;;
2022;9;1079;3;K;2;7;1;;;;;;;;
2022;9;1079;3;K;2;8;1;1983487;129;2138968;129;1983487;129;2138968;129
2022;9;1079;3;K;2;9;1;;;;;;;;
2022;9;1080;3;K;1;1;1;2060264778;89752;2138002776;89786;2203781485;88604;2286552776;88634
2022;9;1080;3;K;1;2;1;4834454727;397198;5137200681;398398;5189611620;404152;5574134844;405248
2022;9;1080;3;K;1;3;1;501620152;42976;538420135;43040;545867951;43086;589923858;43103
2022;9;1080;3;K;1;4;1;1211479690;242804;1386639130;244908;1293470153;237922;1556960553;239583
2022;9;1080;3;K;1;5;1;;;;;;;;
2022;9;1080;3;K;1;6;1;;;;;;;;
2022;9;1080;3;K;1;7;1;;;;;;;;
2022;9;1080;3;K;1;8;1;;;;;;;;
2022;9;1080;3;K;1;9;1;6838436;1548;8168059;1648;7391510;1548;9342889;1649
2022;9;1080;3;K;2;1;1;4765739852;145125;4905919794;145133;5141014502;145319;5286103288;145326
2022;9;1080;3;K;2;2;1;6387373469;437172;6741007890;437775;6732680372;442457;7154866664;443023
2022;9;1080;3;K;2;3;1;238030529;16641;252205656;16647;273125816;16835;289498603;16836
2022;9;1080;3;K;2;4;1;617255865;110837;700527677;113052;643792550;106781;761278121;108679
2022;9;1080;3;K;2;5;1;;;;;;;;
2022;9;1080;3;K;2;6;1;;;;;;;;
2022;9;1080;3;K;2;7;1;;;;;;;;
2022;9;1080;3;K;2;8;1;;;;;;;;
2022;9;1080;3;K;2;9;1;369454374;76910;430684533;81420;397545811;76407;489519895;81112
2022;9;1892;3;K;1;1;1;186859512;6108;194820958;6108;186859512;6108;194820958;6108
2022;9;1892;3;K;1;2;1;1521096902;142868;1668804890;142947;1521096902;142868;1668804890;142947
2022;9;1892;3;K;1;3;1;829990044;121628;938215246;122379;829990044;121628;938215246;122379
2022;9;1892;3;K;1;4;1;196370179;66745;249026581;67032;196370179;66745;249026581;67032
2022;9;1892;3;K;1;5;1;365346;177;495568;181;365346;177;495568;181
2022;9;1892;3;K;1;6;1;;;;;;;;
2022;9;1892;3;K;1;7;1;;;;;;;;
2022;9;1892;3;K;1;8;1;;;;;;;;
2022;9;1892;3;K;1;9;1;;;;;;;;
2022;9;1892;3;K;2;1;1;627063455;17254;649412406;17254;627063455;17254;649412406;17254
2022;9;1892;3;K;2;2;1;1747231834;132599;1893542606;132702;1747231834;132599;1893542606;132702
2022;9;1892;3;K;2;3;1;560671726;70757;628693007;71334;560671726;70757;628693007;71334
2022;9;1892;3;K;2;4;1;124010376;38455;154043633;38608;124010376;38455;154043633;38608
2022;9;1892;3;K;2;5;1;70912990;25252;92232632;25787;70912990;25252;92232632;25787
2022;9;1892;3;K;2;6;1;;;;;;;;
2022;9;1892;3;K;2;7;1;;;;;;;;
2022;9;1892;3;K;2;8;1;;;;;;;;
2022;9;1892;3;K;2;9;1;;;;;;;;
2022;9;1081;3;K;1;1;1;130246806;1935;131608982;1935;130254200;1935;131633355;1935
2022;9;1081;3;K;1;2;1;8259576955;504842;8940576836;504864;8212419528;504648;8881256426;504668
2022;9;1081;3;K;1;3;1;512081256;85140;653068043;85253;508277664;84173;621854683;84367
2022;9;1081;3;K;1;4;1;1891367803;377325;2525557479;380517;1872075305;377415;2393730209;380469
2022;9;1081;3;K;1;5;1;17431568;3483;27090094;3984;17174188;3483;25999838;4004
2022;9;1081;3;K;1;6;1;;;;;;;;
2022;9;1081;3;K;1;7;1;;;;;;;;
2022;9;1081;3;K;1;8;1;;;;;;;;
2022;9;1081;3;K;1;9;1;;;;;;;;
2022;9;1081;3;K;2;1;1;845135865;8127;850898494;8127;842225688;8321;853928734;8321
2022;9;1081;3;K;2;2;1;8554862781;464981;9098914125;465042;8614115410;471173;9155494376;471208
2022;9;1081;3;K;2;3;1;293893589;45473;342729710;45572;294511216;46053;342101498;46205
2022;9;1081;3;K;2;4;1;995209041;185115;1236379582;188961;971365912;182535;1183877346;186036
2022;9;1081;3;K;2;5;1;306427346;63468;461119072;73198;303328445;63081;455448968;73564
2022;9;1081;3;K;2;6;1;;;;;;;;
2022;9;1081;3;K;2;7;1;;;;;;;;
2022;9;1081;3;K;2;8;1;;;;;;;;
2022;9;1081;3;K;2;9;1;;;;;;;;
2022;9;1082;3;K;1;1;2;116582260;2855;125884311;2855;120316545;2855;129206605;2855
2022;9;1082;3;K;1;2;2;261955197;21818;304756770;21818;280432356;22407;325547650;22472
2022;9;1082;3;K;1;3;2;1337175836;144527;1483303064;144527;1401235430;148268;1558293055;148317
2022;9;1082;3;K;1;4;2;84666696;14865;107703379;14865;90193346;15269;114667160;15269
2022;9;1082;3;K;1;5;2;;;;;;;;
2022;9;1082;3;K;1;6;2;;;;;;;;
2022;9;1082;3;K;1;7;2;;;;;;;;
2022;9;1082;3;K;1;8;2;;;;;;;;
2022;9;1082;3;K;1;9;2;773567;178;995842;178;801416;178;1019976;178
2022;9;1082;3;K;2;1;2;302087771;5794;322717266;5794;315754910;5889;336489517;5889
2022;9;1082;3;K;2;2;2;338974576;24894;387962527;24894;345250671;24906;395494033;24936
2022;9;1082;3;K;2;3;2;644160846;57354;709962063;57354;683622364;56598;754751408;56619
2022;9;1082;3;K;2;4;2;17740864;3391;22348278;3391;18378728;3391;23130766;3391
2022;9;1082;3;K;2;5;2;;;;;;;;
2022;9;1082;3;K;2;6;2;;;;;;;;
2022;9;1082;3;K;2;7;2;;;;;;;;
2022;9;1082;3;K;2;8;2;;;;;;;;
2022;9;1082;3;K;2;9;2;2985883;607;3823884;607;3886536;714;4993861;723
2022;9;1083;3;C;1;1;12;7044888;226;7325622;226;7037626;223;7349811;223
2022;9;1083;3;C;1;2;12;9193187;582;9933672;582;8376859;587;9130200;587
2022;9;1083;3;C;1;3;12;1378015;182;1505023;182;1197628;181;1324575;183
2022;9;1083;3;C;1;4;12;23764794;2716;28312366;2919;23490424;2489;27357699;2626
2022;9;1083;3;C;1;5;12;;;;;;;;
2022;9;1083;3;C;1;6;12;;;;;;;;
2022;9;1083;3;C;1;7;12;;;;;;;;
2022;9;1083;3;C;1;8;12;;;;;;;;
2022;9;1083;3;C;1;9;12;6062322;1987;7072417;2032;5745165;1790;6714258;1834
2022;9;1083;3;C;2;1;12;50049976;776;51095478;776;50560517;776;51278966;776
2022;9;1083;3;C;2;2;12;19735426;1552;21269873;1568;19332385;1499;20775247;1512
2022;9;1083;3;C;2;3;12;25428606;2716;28479092;2783;25668718;2716;28816886;2796
2022;9;1083;3;C;2;4;12;6935637;970;8788639;1066;6756337;918;8534549;1006
2022;9;1083;3;C;2;5;12;;;;;;;;
2022;9;1083;3;C;2;6;12;30077486;2328;32199826;2328;30077486;2328;32203010;2328
2022;9;1083;3;C;2;7;12;19647476;2910;22975623;3037;19828399;2920;23219072;3044
2022;9;1083;3;C;2;8;12;28962770;3428;37989597;3673;29891782;3602;39032575;3846
2022;9;1083;3;C;2;9;12;59491637;14744;69268947;15149;62041769;15313;71791184;15757
2022;9;1085;3;O;1;1;1;44126147;2270;45256077;2285;43208190;2270;44176199;2270
2022;9;1085;3;O;1;2;1;127708455;11541;132163070;11632;125874658;11352;129867670;11407
2022;9;1085;3;O;1;3;1;42010796;6054;43606831;6099;42018438;6054;43598651;6093
2022;9;1085;3;O;1;4;1;65620760;13811;67739392;13867;65478383;13811;67890636;13971
2022;9;1085;3;O;1;5;1;;;;;;;;
2022;9;1085;3;O;1;6;1;;;;;;;;
2022;9;1085;3;O;1;7;1;;;;;;;;
2022;9;1085;3;O;1;8;1;;;;;;;;
2022;9;1085;3;O;1;9;1;10111629;2459;10736883;2545;10087847;2459;10610102;2525
2022;9;1085;3;O;2;1;1;42820191;2081;43650226;2081;42820191;2081;43658597;2081
2022;9;1085;3;O;2;2;1;117897585;10406;122268104;10534;122290401;10784;126869091;10931
2022;9;1085;3;O;2;3;1;49383378;7000;52570697;7244;49393003;7000;52890534;7298
2022;9;1085;3;O;2;4;1;90167259;20244;98678567;21693;90220925;20244;99757860;21914
2022;9;1085;3;O;2;5;1;;;;;;;;
2022;9;1085;3;O;2;6;1;;;;;;;;
2022;9;1085;3;O;2;7;1;;;;;;;;
2022;9;1085;3;O;2;8;1;;;;;;;;
2022;9;1085;3;O;2;9;1;35891936;7757;38815811;8257;35963589;7757;38948133;8272
2022;9;1850;3;H;1;1;1;72218942;3979;79583508;3979;80411414;4631;88977963;4631
2022;9;1850;3;H;1;2;1;83093632;8139;89842375;8197;102607773;10920;110028337;10949
2022;9;1850;3;H;1;3;1;210997640;39270;238839382;39761;186185235;35536;213372860;36093
2022;9;1850;3;H;1;4;1;;;;;;;;
2022;9;1850;3;H;1;5;1;;;;;;;;
2022;9;1850;3;H;1;6;1;;;;;;;;
2022;9;1850;3;H;1;7;1;30170833;8662;35954324;8808;31129466;9159;37279092;9343
2022;9;1850;3;H;1;8;1;5564302;993;6866832;1007;3622026;516;4378220;516
2022;9;1850;3;H;1;9;1;;;;;;;;
2022;9;1850;3;H;2;1;1;314501876;17750;347579512;17750;316407162;18079;350760435;18104
2022;9;1850;3;H;2;2;1;132921352;12035;143464016;12115;130901292;11816;141742448;11927
2022;9;1850;3;H;2;3;1;368805187;69679;425223666;71036;368186210;69086;426357649;70328
2022;9;1850;3;H;2;4;1;1597952;193;1694454;193;1598164;194;1697263;194
2022;9;1850;3;H;2;5;1;;;;;;;;
2022;9;1850;3;H;2;6;1;;;;;;;;
2022;9;1850;3;H;2;7;1;417483542;112488;499056856;114133;419079099;107606;497141333;108090
2022;9;1850;3;H;2;8;1;578532337;101316;692785785;102362;562853775;101205;690913725;104029
2022;9;1850;3;H;2;9;1;;;;;;;;
2022;9;1086;1;G;1;1;2;4979147;194;5495337;194;4979147;194;5497631;194
2022;9;1086;1;G;1;2;2;9940720;968;11745539;980;9952960;968;11675315;974
2022;9;1086;1;G;1;3;2;;;;;;;;
2022;9;1086;1;G;1;4;2;;;;;;;;
2022;9;1086;1;G;1;5;2;;;;;;;;
2022;9;1086;1;G;1;6;2;;;;;;;;
2022;9;1086;1;G;1;7;2;;;;;;;;
2022;9;1086;1;G;1;8;2;;;;;;;;
2022;9;1086;1;G;1;9;2;;;;;;;;
2022;9;1086;1;G;2;1;2;20163447;387;21129453;387;20163447;387;21133014;387
2022;9;1086;1;G;2;2;2;84174612;3457;91431769;3487;57001632;3483;63815891;3483
2022;9;1086;1;G;2;3;2;;;;;;;;
2022;9;1086;1;G;2;4;2;;;;;;;;
2022;9;1086;1;G;2;5;2;;;;;;;;
2022;9;1086;1;G;2;6;2;;;;;;;;
2022;9;1086;1;G;2;7;2;;;;;;;;
2022;9;1086;1;G;2;8;2;10589611;1696;14012094;1816;9811331;1548;12954448;1648
2022;9;1086;1;G;2;9;2;;;;;;;;
2022;9;1087;2;E;1;1;1;;;;;;;;
2022;9;1087;2;E;1;2;1;;;;;;;;
2022;9;1087;2;E;1;3;1;;;;;;;;
2022;9;1087;2;E;1;4;1;;;;;;;;
2022;9;1087;2;E;1;5;1;;;;;;;;
2022;9;1087;2;E;1;6;1;;;;;;;;
2022;9;1087;2;E;1;7;1;;;;;;;;
2022;9;1087;2;E;1;8;1;;;;;;;;
2022;9;1087;2;E;1;9;1;533559;190;637184;196;533559;190;637184;196
2022;9;1087;2;E;2;1;1;;;;;;;;
2022;9;1087;2;E;2;2;1;;;;;;;;
2022;9;1087;2;E;2;3;1;1296861;201;1483408;212;1323942;201;1525773;211
2022;9;1087;2;E;2;4;1;;;;;;;;
2022;9;1087;2;E;2;5;1;;;;;;;;
2022;9;1087;2;E;2;6;1;;;;;;;;
2022;9;1087;2;E;2;7;1;;;;;;;;
2022;9;1087;2;E;2;8;1;6929660;1255;7513699;1277;7236381;1255;7846454;1268
2022;9;1087;2;E;2;9;1;1765500;384;2002499;391;1765500;384;2002499;391
2022;9;1090;3;P;1;1;1;24966053;1324;26488608;1324;24554852;1293;25993323;1293
2022;9;1090;3;P;1;2;1;421411743;36517;460529835;36529;436321594;37425;480063386;37427
2022;9;1090;3;P;1;3;1;13002346;2270;14733011;2275;12340331;2151;14195103;2157
2022;9;1090;3;P;1;4;1;49783603;11592;59926032;11777;50923041;11819;61235847;11920
2022;9;1090;3;P;1;5;1;;;;;;;;
2022;9;1090;3;P;1;6;1;;;;;;;;
2022;9;1090;3;P;1;7;1;;;;;;;;
2022;9;1090;3;P;1;8;1;;;;;;;;
2022;9;1090;3;P;1;9;1;;;;;;;;
2022;9;1090;3;P;2;1;1;78935814;3494;82978317;3494;75089454;3406;79214750;3406
2022;9;1090;3;P;2;2;1;353620528;30264;385036469;30268;358277507;29810;392570160;29810
2022;9;1090;3;P;2;3;1;25268579;4553;30954336;4755;25527238;4541;29932183;4621
2022;9;1090;3;P;2;4;1;19021195;4768;22903615;4831;19803280;4989;24499401;5128
2022;9;1090;3;P;2;5;1;;;;;;;;
2022;9;1090;3;P;2;6;1;;;;;;;;
2022;9;1090;3;P;2;7;1;7793566;2220;10476173;2396;7318886;2088;9499987;2157
2022;9;1090;3;P;2;8;1;;;;;;;;
2022;9;1090;3;P;2;9;1;2553022;757;3137339;761;2207456;662;2805928;672
2022;9;1091;3;P;1;1;1;23043688;926;24063693;926;23043688;926;23879509;926
2022;9;1091;3;P;1;2;1;239272238;25840;269235474;25845;246152237;26700;268954899;26722
2022;9;1091;3;P;1;3;1;12289673;1106;13429428;1114;12805873;1119;13611262;1121
2022;9;1091;3;P;1;4;1;12615866;1814;14159621;1814;12579684;1866;13618247;1866
2022;9;1091;3;P;1;5;1;;;;;;;;
2022;9;1091;3;P;1;6;1;;;;;;;;
2022;9;1091;3;P;1;7;1;;;;;;;;
2022;9;1091;3;P;1;8;1;;;;;;;;
2022;9;1091;3;P;1;9;1;2945803;907;3538522;907;2759047;847;3166324;847
2022;9;1091;3;P;2;1;1;8044856;375;8270070;375;8044856;375;8224024;375
2022;9;1091;3;P;2;2;1;89452946;5960;97494015;5960;89241370;6006;95677213;6006
2022;9;1091;3;P;2;3;1;17642439;2069;20164655;2115;17751270;2088;19331528;2094
2022;9;1091;3;P;2;4;1;4745636;388;5014396;388;4745636;388;5152147;399
2022;9;1091;3;P;2;5;1;;;;;;;;
2022;9;1091;3;P;2;6;1;;;;;;;;
2022;9;1091;3;P;2;7;1;5256448;617;5960245;617;5256448;617;5772245;617
2022;9;1091;3;P;2;8;1;;;;;;;;
2022;9;1091;3;P;2;9;1;8983781;2712;11424557;2802;9018372;2718;11076057;2846
2022;9;1092;3;P;1;1;1;81102405;4204;84730180;4204;79833635;4204;83505557;4204
2022;9;1092;3;P;1;2;1;941016253;23532;1003428830;23583;932402927;23352;994557445;23394
2022;9;1092;3;P;1;3;1;42030117;3108;48539481;3120;41254664;3108;47248409;3113
2022;9;1092;3;P;1;4;1;137154471;17408;159785365;17605;139027777;17240;160013712;17358
2022;9;1092;3;P;1;5;1;;;;;;;;
2022;9;1092;3;P;1;6;1;;;;;;;;
2022;9;1092;3;P;1;7;1;;;;;;;;
2022;9;1092;3;P;1;8;1;;;;;;;;
2022;9;1092;3;P;1;9;1;2739066;667;3457658;696;2889870;696;3774492;743
2022;9;1092;3;P;2;1;1;76849520;3892;80355655;3892;75934983;3892;79462598;3892
2022;9;1092;3;P;2;2;1;1031772776;23040;1083807614;23040;1035778251;22996;1088596987;22996
2022;9;1092;3;P;2;3;1;64560147;5856;74973335;5927;62724740;5856;72827154;5932
2022;9;1092;3;P;2;4;1;64055200;5016;76307323;5193;64209018;5016;74932297;5114
2022;9;1092;3;P;2;5;1;;;;;;;;
2022;9;1092;3;P;2;6;1;;;;;;;;
2022;9;1092;3;P;2;7;1;;;;;;;;
2022;9;1092;3;P;2;8;1;;;;;;;;
2022;9;1092;3;P;2;9;1;22368436;4980;27161643;5024;22765647;4980;28822262;5213
2022;9;1093;3;P;1;1;1;54625677;2636;57099733;2636;56906782;2649;59459834;2649
2022;9;1093;3;P;1;2;1;741028613;70524;800655057;70534;781678912;71975;847055810;71985
2022;9;1093;3;P;1;3;1;40846711;10324;48988029;10324;44465642;10444;53052021;10444
2022;9;1093;3;P;1;4;1;52125029;16505;65176084;16507;58862377;16644;73029729;16726
2022;9;1093;3;P;1;5;1;;;;;;;;
2022;9;1093;3;P;1;6;1;;;;;;;;
2022;9;1093;3;P;1;7;1;;;;;;;;
2022;9;1093;3;P;1;8;1;;;;;;;;
2022;9;1093;3;P;1;9;1;2950855;1041;3716615;1041;3081799;1028;3826362;1028
2022;9;1093;3;P;2;1;1;84199986;3652;87372034;3652;81988976;3469;84987247;3469
2022;9;1093;3;P;2;2;1;893661475;76473;955086757;76506;934850974;77774;1001133019;77782
2022;9;1093;3;P;2;3;1;18974748;4591;23324359;4647;20742417;4623;25054472;4656
2022;9;1093;3;P;2;4;1;16387304;4497;20056121;4513;18582809;4440;22345496;4451
2022;9;1093;3;P;2;5;1;;;;;;;;
2022;9;1093;3;P;2;6;1;;;;;;;;
2022;9;1093;3;P;2;7;1;;;;;;;;
2022;9;1093;3;P;2;8;1;;;;;;;;
2022;9;1093;3;P;2;9;1;8880494;2838;11010053;2844;9647090;2706;11821306;2706
2022;9;1094;3;P;1;1;1;44987205;2339;46705324;2339;44647544;2211;46447229;2211
2022;9;1094;3;P;1;2;1;295110782;18557;306709586;18557;305595217;18997;318224669;18997
2022;9;1094;3;P;1;3;1;18028930;2741;18790610;2741;17933215;2622;18722696;2622
2022;9;1094;3;P;1;4;1;8871888;1297;9326628;1297;9466210;1484;9983229;1484
2022;9;1094;3;P;1;5;1;;;;;;;;
2022;9;1094;3;P;1;6;1;;;;;;;;
2022;9;1094;3;P;1;7;1;;;;;;;;
2022;9;1094;3;P;1;8;1;;;;;;;;
2022;9;1094;3;P;1;9;1;4505885;1161;4954930;1165;4166215;1161;5116525;1204
2022;9;1094;3;P;2;1;1;20674159;774;21605668;774;20649562;774;21616861;774
2022;9;1094;3;P;2;2;1;64278483;4302;66970111;4302;68049543;4418;70930587;4418
2022;9;1094;3;P;2;3;1;9135143;1355;9532217;1355;9886432;1448;10413843;1454
2022;9;1094;3;P;2;4;1;6610862;688;6907097;688;6610890;688;6943199;688
2022;9;1094;3;P;2;5;1;;;;;;;;
2022;9;1094;3;P;2;6;1;;;;;;;;
2022;9;1094;3;P;2;7;1;;;;;;;;
2022;9;1094;3;P;2;8;1;;;;;;;;
2022;9;1094;3;P;2;9;1;14082202;3483;15736276;3524;14746689;3493;19634867;3720
2022;9;1096;3;O;1;1;1;4522542;568;5026582;588;3015028;378;3551508;402
2022;9;1096;3;O;1;2;1;6091613;989;6549898;1007;6645448;989;7243183;1021
2022;9;1096;3;O;1;3;1;3719032;1135;4238643;1189;3085370;946;3787690;1031
2022;9;1096;3;O;1;4;1;8117699;3027;8678703;3059;8158647;3027;8719089;3060
2022;9;1096;3;O;1;5;1;;;;;;;;
2022;9;1096;3;O;1;6;1;;;;;;;;
2022;9;1096;3;O;1;7;1;;;;;;;;
2022;9;1096;3;O;1;8;1;;;;;;;;
2022;9;1096;3;O;1;9;1;;;;;;;;
2022;9;1096;3;O;2;1;1;14655057;1703;17048213;1828;14655057;1703;17724252;1886
2022;9;1096;3;O;2;2;1;2018967;378;2666456;444;2018967;378;2720755;450
2022;9;1096;3;O;2;3;1;2184018;757;2732273;838;2261272;757;2664063;812
2022;9;1096;3;O;2;4;1;2599988;946;3234928;1079;2599988;946;3137010;1058
2022;9;1096;3;O;2;5;1;;;;;;;;
2022;9;1096;3;O;2;6;1;;;;;;;;
2022;9;1096;3;O;2;7;1;;;;;;;;
2022;9;1096;3;O;2;8;1;;;;;;;;
2022;9;1096;3;O;2;9;1;9957653;4162;12264336;4752;9957653;4162;11978958;4672
2022;9;1097;3;F;1;1;1;9922943;581;11860474;581;9989051;581;12181382;581
2022;9;1097;3;F;1;2;1;60717894;7921;74983075;7921;63249598;7895;77884709;7895
2022;9;1097;3;F;1;3;1;16222053;3412;19540280;3412;17015783;3489;20389800;3489
2022;9;1097;3;F;1;4;1;4963343;1335;5972634;1340;4419014;1174;5302433;1174
2022;9;1097;3;F;1;5;1;;;;;;;;
2022;9;1097;3;F;1;6;1;;;;;;;;
2022;9;1097;3;F;1;7;1;7537520;1786;8766730;1800;6153382;1419;7182574;1440
2022;9;1097;3;F;1;8;1;;;;;;;;
2022;9;1097;3;F;1;9;1;16362748;4218;17979146;4241;16097841;4134;17778699;4201
2022;9;1097;3;F;2;1;1;27479079;1161;32710252;1161;27479079;1161;32716016;1161
2022;9;1097;3;F;2;2;1;160159350;16660;200594639;16907;160428816;16254;199899386;16354
2022;9;1097;3;F;2;3;1;66885755;10546;81966901;10607;72251561;11358;88554169;11414
2022;9;1097;3;F;2;4;1;17066520;3474;20632555;3508;16769283;3423;20424623;3443
2022;9;1097;3;F;2;5;1;;;;;;;;
2022;9;1097;3;F;2;6;1;;;;;;;;
2022;9;1097;3;F;2;7;1;190794772;38526;223945357;39818;198396144;40629;231219882;41649
2022;9;1097;3;F;2;8;1;18719052;4315;22838316;4461;19345116;4502;23112343;4580
2022;9;1097;3;F;2;9;1;122991107;29476;139528366;30442;129348296;30741;146001137;31590
2022;9;1098;3;F;1;1;1;;;;;;;;
2022;9;1098;3;F;1;2;1;1603333;193;1957650;193;1603333;193;1937650;193
2022;9;1098;3;F;1;3;1;2584958;579;3167463;579;2645791;579;3171033;579
2022;9;1098;3;F;1;4;1;;;;;;;;
2022;9;1098;3;F;1;5;1;;;;;;;;
2022;9;1098;3;F;1;6;1;;;;;;;;
2022;9;1098;3;F;1;7;1;312916;103;415121;104;595229;218;717002;218
2022;9;1098;3;F;1;8;1;;;;;;;;
2022;9;1098;3;F;1;9;1;579916;205;731185;205;694500;237;855275;237
2022;9;1098;3;F;2;1;1;13477332;675;14282648;675;13477332;675;14286914;675
2022;9;1098;3;F;2;2;1;28267763;2565;33317703;2587;27907463;2289;32728341;2289
2022;9;1098;3;F;2;3;1;28443012;5441;35904175;5565;29075280;5793;36812179;5895
2022;9;1098;3;F;2;4;1;6698582;1821;8378601;1845;5949888;1622;7410727;1639
2022;9;1098;3;F;2;5;1;;;;;;;;
2022;9;1098;3;F;2;6;1;;;;;;;;
2022;9;1098;3;F;2;7;1;60154338;16322;77374545;16643;56266470;15979;71864356;16206
2022;9;1098;3;F;2;8;1;2957083;772;3887339;819;2526083;648;3556207;728
2022;9;1098;3;F;2;9;1;25565218;8422;31914896;8702;23051274;8127;28782230;8325
2022;9;1653;3;F;1;1;3;9842304;446;10464676;446;9756998;450;10378977;450
2022;9;1653;3;F;1;2;3;1476238;93;1652669;95;1434766;91;1607944;93
2022;9;1653;3;F;1;3;3;3868691;277;4408525;278;4006096;282;4507752;284
2022;9;1653;3;F;1;4;3;2051284;285;2544698;287;2007482;275;2501748;278
2022;9;1653;3;F;1;5;3;;;;;;;;
2022;9;1653;3;F;1;6;3;;;;;;;;
2022;9;1653;3;F;1;7;3;;;;;;;;
2022;9;1653;3;F;1;8;3;;;;;;;;
2022;9;1653;3;F;1;9;3;994814;179;1206988;183;1078252;195;1300102;197
2022;9;1653;3;F;2;1;3;40717159;528;41493521;528;40405483;525;41080418;525
2022;9;1653;3;F;2;2;3;23396981;1249;25210870;1254;23473063;1251;25215046;1255
2022;9;1653;3;F;2;3;3;34057893;1711;36207236;1728;34351148;1722;36578693;1744
2022;9;1653;3;F;2;4;3;3941410;635;4567235;638;4015791;639;4642597;644
2022;9;1653;3;F;2;5;3;;;;;;;;
2022;9;1653;3;F;2;6;3;;;;;;;;
2022;9;1653;3;F;2;7;3;57962086;6787;63159415;6812;58125504;6744;63647681;6808
2022;9;1653;3;F;2;8;3;138144150;13352;154538908;13460;138236022;13341;154490397;13465
2022;9;1653;3;F;2;9;3;8008574;1370;9688654;1380;8158311;1355;9717578;1355
2022;9;1099;3;F;1;1;3;;;;;;;;
2022;9;1099;3;F;1;2;3;2724154;194;3152114;194;2723171;194;3151046;194
2022;9;1099;3;F;1;3;3;314311;110;369580;110;427088;123;497919;123
2022;9;1099;3;F;1;4;3;;;;;;;;
2022;9;1099;3;F;1;5;3;;;;;;;;
2022;9;1099;3;F;1;6;3;;;;;;;;
2022;9;1099;3;F;1;7;3;;;;;;;;
2022;9;1099;3;F;1;8;3;;;;;;;;
2022;9;1099;3;F;1;9;3;508717;172;541314;172;501437;172;533366;172
2022;9;1099;3;F;2;1;3;2150000;194;2282655;194;2150000;194;2282655;194
2022;9;1099;3;F;2;2;3;11623255;1164;13413790;1164;13203816;1358;15192555;1358
2022;9;1099;3;F;2;3;3;5971784;970;7207111;1064;6786480;1080;8012561;1154
2022;9;1099;3;F;2;4;3;2362139;446;2815939;460;2631751;582;3181021;609
2022;9;1099;3;F;2;5;3;;;;;;;;
2022;9;1099;3;F;2;6;3;;;;;;;;
2022;9;1099;3;F;2;7;3;2417923;337;2495690;339;2424740;335;2514983;339
2022;9;1099;3;F;2;8;3;15095221;3036;18082968;3242;12705201;2506;14973758;2603
2022;9;1099;3;F;2;9;3;33952248;8239;40115171;8704;32942187;7978;38839272;8374
2022;9;1654;3;F;1;1;2;;;;;;;;
2022;9;1654;3;F;1;2;2;1611333;194;1771797;194;1928333;194;2092823;194
2022;9;1654;3;F;1;3;2;645666;148;756908;148;888333;194;1007280;194
2022;9;1654;3;F;1;4;2;1743666;387;2025786;387;2061666;388;2358650;388
2022;9;1654;3;F;1;5;2;;;;;;;;
2022;9;1654;3;F;1;6;2;;;;;;;;
2022;9;1654;3;F;1;7;2;;;;;;;;
2022;9;1654;3;F;1;8;2;;;;;;;;
2022;9;1654;3;F;1;9;2;186206;74;250600;74;178234;70;228233;70
2022;9;1654;3;F;2;1;2;11044236;776;11286102;776;11181891;703;11426773;703
2022;9;1654;3;F;2;2;2;9696665;965;11281305;965;12685331;1155;14307576;1155
2022;9;1654;3;F;2;3;2;6102419;772;6892046;772;5804332;806;6581405;806
2022;9;1654;3;F;2;4;2;1162999;244;1474551;244;1032833;194;1193217;194
2022;9;1654;3;F;2;5;2;;;;;;;;
2022;9;1654;3;F;2;6;2;;;;;;;;
2022;9;1654;3;F;2;7;2;4828582;926;5590610;926;4432000;948;5191101;948
2022;9;1654;3;F;2;8;2;871333;194;1039344;194;791250;194;954848;194
2022;9;1654;3;F;2;9;2;;;;;;;;
2022;9;1100;3;F;1;1;1;3899019;194;4092891;194;3899019;194;4096592;194
2022;9;1100;3;F;1;2;1;11652514;1142;12403483;1142;13351450;1329;14236421;1329
2022;9;1100;3;F;1;3;1;65185709;10230;71476738;10322;63988552;10075;70199732;10204
2022;9;1100;3;F;1;4;1;40219755;8675;44022453;8820;39285025;8372;43212905;8511
2022;9;1100;3;F;1;5;1;;;;;;;;
2022;9;1100;3;F;1;6;1;37731564;5792;40225741;5792;42857098;5618;45529740;5618
2022;9;1100;3;F;1;7;1;42233057;11465;48726444;11922;49033723;13616;56786226;14119
2022;9;1100;3;F;1;8;1;;;;;;;;
